transaction_id,date,product,category,region,customer_type,quantity,unit_price,discount,revenue,cost,profit,payment_method,salesperson
TX01145,2026-03-19,Trail Hiking Boots,Footwear,North,Returning,4,8400,5,31920.0,17472.0,14448.0,Net Banking,Amit Kumar
TX01146,2026-07-16,Denim Pants Premium,Clothing,North,New,2,2900,10,5220.0,2436.0,2784.0,Card,Neha Singh
TX01147,2026-02-18,4K Streaming WebCam,Electronics,North,New,4,7800,0,31200.0,19344.0,11856.0,Card,Rahul Sharma
TX01148,2026-07-05,Mechanical RGB Keyboard,Electronics,South,New,1,6200,10,5580.0,3596.0,1984.0,Card,Rahul Sharma
TX01149,2026-03-06,Monitor Arm Dual Mount,Furniture,West,New,1,4200,10,3780.0,2100.0,1680.0,UPI,Priya Patel
TX01150,2026-06-19,Formal Suit Blazer,Clothing,West,New,2,11500,5,21850.0,12650.0,9200.0,Card,Kavita Reddy
TX01151,2026-03-14,Cotton Polo Shirt,Clothing,South,New,1,1600,5,1520.0,640.0,880.0,UPI,Priya Patel
TX01152,2026-02-06,Monitor 27 Ultra,Electronics,North,New,4,24000,0,96000.0,67200.0,28800.0,Net Banking,Rahul Sharma
TX01153,2026-03-31,Pro Runner Shoes,Footwear,South,New,3,6500,0,19500.0,9360.0,10140.0,Cash,Siddharth Rao
TX01154,2026-07-26,Gaming Mouse 8K,Electronics,East,Returning,4,3200,0,12800.0,7040.0,5760.0,Net Banking,Ananya Roy
TX01155,2026-02-20,Formal Suit Blazer,Clothing,North,Returning,2,11500,12,20240.0,12650.0,7590.0,Card,Amit Kumar
TX01156,2026-05-21,MagSafe Power Bank,Accessories,South,New,4,3200,0,12800.0,6656.0,6144.0,Card,Vikas Verma
TX01157,2026-07-10,Denim Pants Premium,Clothing,South,New,4,2900,8,10672.0,4872.0,5800.0,Net Banking,Priya Patel
TX01158,2026-02-01,4K Streaming WebCam,Electronics,West,New,2,7800,5,14820.0,9672.0,5148.0,Card,Kavita Reddy
TX01159,2026-02-18,Gaming Mouse 8K,Electronics,East,Returning,5,3200,0,16000.0,8800.0,7200.0,UPI,Amit Kumar
TX01160,2026-03-19,Robotic Vacuum X,Home Appliances,South,Returning,8,26000,8,191360.0,145600.0,45760.0,UPI,Ananya Roy
TX01161,2026-03-08,Monitor Arm Dual Mount,Furniture,South,Returning,8,4200,5,31920.0,16800.0,15120.0,Cash,Siddharth Rao
TX01162,2026-02-22,Smart Blender 1200W,Home Appliances,East,Returning,4,6800,8,25024.0,15776.0,9248.0,UPI,Rahul Sharma
TX01163,2026-03-25,Smartphone X,Electronics,South,Returning,3,42000,12,110880.0,90720.0,20160.0,UPI,Ananya Roy
TX01164,2026-05-04,Noise Cancelling Headphones,Electronics,South,New,4,14500,0,58000.0,37700.0,20300.0,Cash,Rahul Sharma
TX01165,2026-03-08,Gaming Mouse 8K,Electronics,Central,Returning,7,3200,8,20608.0,12320.0,8288.0,Card,Siddharth Rao
TX01166,2026-05-07,Tablet Pro 11,Electronics,West,Returning,2,38000,25,57000.0,57000.0,0.0,Cash,Amit Kumar
TX01167,2026-02-08,4K Streaming WebCam,Electronics,South,New,1,7800,0,7800.0,4836.0,2964.0,Cash,Siddharth Rao
TX01168,2026-03-11,Ergonomic Office Chair,Furniture,South,New,3,14500,5,41325.0,26970.0,14355.0,Card,Kavita Reddy
TX01169,2026-07-16,Laptop Pro 15,Electronics,South,New,1,68000,8,62560.0,53040.0,9520.0,UPI,Amit Kumar
TX01170,2026-02-03,Electric Kettle Stainless,Home Appliances,West,Returning,8,2400,5,18240.0,9984.0,8256.0,Cash,Vikas Verma
TX01171,2026-03-31,Pro Runner Shoes,Footwear,Central,New,1,6500,5,6175.0,3120.0,3055.0,Net Banking,Amit Kumar
TX01172,2026-03-27,Electric Kettle Stainless,Home Appliances,East,New,2,2400,10,4320.0,2496.0,1824.0,Net Banking,Priya Patel
TX01173,2026-07-28,Trail Hiking Boots,Footwear,East,Returning,7,8400,10,52920.0,30576.0,22344.0,UPI,Ananya Roy
TX01174,2026-07-16,Pro Runner Shoes,Footwear,North,New,1,6500,5,6175.0,3120.0,3055.0,Card,Ananya Roy
TX01175,2026-02-08,Monitor Arm Dual Mount,Furniture,South,Returning,2,4200,0,8400.0,4200.0,4200.0,UPI,Vikas Verma
TX01176,2026-03-21,Executive Desk,Furniture,East,New,3,28000,0,84000.0,54600.0,29400.0,Card,Rahul Sharma
TX01177,2026-06-25,Travel Backpack 30L,Accessories,North,New,3,3500,0,10500.0,4725.0,5775.0,UPI,Vikas Verma
TX01178,2026-05-13,Laptop Sleeve 15,Accessories,North,Returning,6,1100,15,5610.0,2310.0,3300.0,Card,Priya Patel
TX01179,2026-04-26,Smart Blender 1200W,Home Appliances,Central,Returning,3,6800,0,20400.0,11832.0,8568.0,Card,Kavita Reddy
TX01180,2026-07-01,Monitor 27 Ultra,Electronics,South,New,4,24000,0,96000.0,67200.0,28800.0,Card,Neha Singh
TX01181,2026-03-28,4K Streaming WebCam,Electronics,West,New,3,7800,5,22230.0,14508.0,7722.0,UPI,Vikas Verma
TX01182,2026-05-04,Pro Runner Shoes,Footwear,North,Returning,7,6500,0,45500.0,21840.0,23660.0,Net Banking,Priya Patel
TX01183,2026-03-12,Leather Slim Wallet,Accessories,North,New,3,1400,5,3990.0,1596.0,2394.0,Net Banking,Priya Patel
TX01184,2026-06-08,Mechanical RGB Keyboard,Electronics,South,New,3,6200,0,18600.0,10788.0,7812.0,UPI,Ananya Roy
TX01185,2026-05-02,Smart Watch Series 7,Electronics,North,Returning,8,18500,0,148000.0,100640.0,47360.0,Card,Vikas Verma
TX01186,2026-05-25,Noise Cancelling Headphones,Electronics,Central,Returning,8,14500,0,116000.0,75400.0,40600.0,Cash,Siddharth Rao
TX01187,2026-05-16,Noise Cancelling Headphones,Electronics,South,Returning,6,14500,5,82650.0,56550.0,26100.0,Card,Kavita Reddy
TX01188,2026-04-09,Monitor 27 Ultra,Electronics,East,Returning,4,24000,8,88320.0,67200.0,21120.0,Card,Amit Kumar
TX01189,2026-02-27,Denim Pants Premium,Clothing,South,Returning,2,2900,0,5800.0,2436.0,3364.0,Cash,Priya Patel
TX01190,2026-05-01,Trail Hiking Boots,Footwear,South,Returning,8,8400,0,67200.0,34944.0,32256.0,UPI,Priya Patel
TX01191,2026-05-13,Pro Runner Shoes,Footwear,North,New,3,6500,0,19500.0,9360.0,10140.0,Card,Neha Singh
TX01192,2026-07-30,Travel Backpack 30L,Accessories,North,Returning,3,3500,12,9240.0,4725.0,4515.0,UPI,Neha Singh
TX01193,2026-04-23,Monitor 27 Ultra,Electronics,Central,Returning,1,24000,12,21120.0,16800.0,4320.0,UPI,Siddharth Rao
TX01194,2026-06-02,Standing Desk Dual Engine,Furniture,North,Returning,7,34000,0,238000.0,161840.0,76160.0,Card,Priya Patel
TX01195,2026-03-09,Wireless Earbuds,Electronics,South,New,4,4500,12,15840.0,10800.0,5040.0,Card,Vikas Verma
TX01196,2026-03-20,Tablet Pro 11,Electronics,North,Returning,6,38000,15,193800.0,171000.0,22800.0,UPI,Neha Singh
TX01197,2026-05-01,Smart Blender 1200W,Home Appliances,East,Returning,3,6800,15,17340.0,11832.0,5508.0,UPI,Siddharth Rao
TX01198,2026-02-03,Executive Desk,Furniture,North,Returning,3,28000,0,84000.0,54600.0,29400.0,Net Banking,Ananya Roy
TX01199,2026-02-04,4K Streaming WebCam,Electronics,Central,Returning,8,7800,10,56160.0,38688.0,17472.0,UPI,Siddharth Rao
TX01200,2026-04-09,MagSafe Power Bank,Accessories,West,Returning,3,3200,8,8832.0,4992.0,3840.0,Card,Priya Patel
TX01201,2026-02-10,Standing Desk Dual Engine,Furniture,West,New,2,34000,8,62560.0,46240.0,16320.0,UPI,Neha Singh
TX01202,2026-03-21,Laptop Pro 15,Electronics,South,New,3,68000,12,179520.0,159120.0,20400.0,Card,Priya Patel
TX01203,2026-07-30,Leather Slim Wallet,Accessories,East,Returning,7,1400,5,9310.0,3724.0,5586.0,Cash,Siddharth Rao
TX01204,2026-06-14,Formal Suit Blazer,Clothing,North,New,4,11500,5,43700.0,25300.0,18400.0,Card,Amit Kumar
TX01205,2026-06-19,Pro Runner Shoes,Footwear,South,Returning,7,6500,8,41860.0,21840.0,20020.0,Card,Priya Patel
TX01206,2026-02-23,Mechanical RGB Keyboard,Electronics,North,New,4,6200,,24800.0,14384.0,10416.0,Card,Priya Patel
TX01207,2026-07-13,Casual Leather Loafers,Footwear,East,Returning,5,4200,10,18900.0,10500.0,8400.0,UPI,Kavita Reddy
TX01208,2026-06-22,Robotic Vacuum X,Home Appliances,North,Returning,2,26000,5,49400.0,36400.0,13000.0,Card,Kavita Reddy
TX01209,2026-05-17,Electric Kettle Stainless,Home Appliances,North,New,2,2400,5,4560.0,2496.0,2064.0,UPI,Vikas Verma
TX01210,2026-04-20,Smart Blender 1200W,Home Appliances,West,New,4,6800,0,27200.0,15776.0,11424.0,UPI,Ananya Roy
TX01211,2026-06-13,Windbreaker Hooded,Clothing,South,Returning,7,3800,0,26600.0,12236.0,14364.0,Net Banking,Neha Singh
TX01212,2026-07-08,Electric Kettle Stainless,Home Appliances,West,Returning,7,2400,0,16800.0,8736.0,8064.0,Card,Amit Kumar
TX01213,2026-05-15,Windbreaker Hooded,Clothing,East,Returning,2,3800,8,6992.0,3496.0,3496.0,UPI,Priya Patel
TX01214,2026-07-12,Electric Kettle Stainless,Home Appliances,West,Returning,5,2400,10,10800.0,6240.0,4560.0,UPI,Ananya Roy
TX01215,2026-03-25,Smart Watch Series 7,Electronics,North,Returning,3,18500,0,55500.0,37740.0,17760.0,Card,Priya Patel
TX01216,2026-06-27,Robotic Vacuum X,Home Appliances,North,Returning,8,26000,8,191360.0,145600.0,45760.0,Card,Amit Kumar
TX01217,2026-04-03,Bookshelf Wooden,Furniture,South,Returning,4,8900,8,32752.0,20648.0,12104.0,Cash,Siddharth Rao
TX01218,2026-04-08,Tablet Pro 11,Electronics,South,Returning,1,38000,8,34960.0,28500.0,6460.0,Card,Priya Patel
TX01219,2026-03-01,Trail Hiking Boots,Footwear,Central,New,2,8400,0,16800.0,8736.0,8064.0,Cash,Priya Patel
TX01220,2026-02-20,Leather Slim Wallet,Accessories,West,Returning,4,1400,5,5320.0,2128.0,3192.0,Card,Rahul Sharma
TX01221,2026-05-17,Wireless Earbuds,Electronics,East,Returning,4,4500,8,16560.0,10800.0,5760.0,UPI,Ananya Roy
TX01222,2026-07-13,Casual Leather Loafers,Footwear,West,New,1,4200,12,3696.0,2100.0,1596.0,Card,Rahul Sharma
TX01223,2026-03-03,Formal Suit Blazer,Clothing,Central,Returning,1,11500,0,11500.0,6325.0,5175.0,Card,Priya Patel
TX01224,2026-03-22,Smartphone X,Electronics,East,Returning,3,42000,0,126000.0,90720.0,35280.0,UPI,Neha Singh
TX01225,2026-02-08,Windbreaker Hooded,Clothing,North,New,2,3800,0,7600.0,3496.0,4104.0,Card,Priya Patel
TX01226,2026-05-01,Denim Pants Premium,Clothing,South,Returning,7,2900,5,19285.0,8526.0,10759.0,UPI,Neha Singh
TX01227,2026-04-06,Ergonomic Office Chair,Furniture,North,Returning,5,14500,15,61625.0,44950.0,16675.0,UPI,Vikas Verma
TX01228,2026-03-15,Standing Desk Dual Engine,Furniture,Central,Returning,8,34000,5,258400.0,184960.0,73440.0,Card,Ananya Roy
TX01229,2026-07-10,Mechanical RGB Keyboard,Electronics,East,Returning,6,6200,5,35340.0,21576.0,13764.0,Card,Priya Patel
TX01230,2026-05-27,Portable SSD 2TB,Electronics,Central,Returning,5,12500,5,59375.0,43750.0,15625.0,UPI,Ananya Roy
TX01231,2026-05-13,Smartphone X,Electronics,North,Returning,7,42000,10,264600.0,211680.0,52920.0,UPI,Priya Patel
TX01232,2026-03-28,Air Purifier Pro,Home Appliances,South,Returning,2,16500,0,33000.0,21780.0,11220.0,Card,Ananya Roy
TX01233,2026-03-27,Trail Hiking Boots,Footwear,East,New,2,8400,5,15960.0,8736.0,7224.0,UPI,Neha Singh
TX01234,2026-06-15,Standing Desk Dual Engine,Furniture,North,New,1,34000,5,32300.0,23120.0,9180.0,Card,Siddharth Rao
TX01235,2026-04-23,Windbreaker Hooded,Clothing,North,New,4,3800,5,14440.0,6992.0,7448.0,Net Banking,Siddharth Rao
TX01236,2026-03-03,Gaming Mouse 8K,Electronics,South,Returning,7,3200,0,22400.0,12320.0,10080.0,UPI,Rahul Sharma
TX01237,2026-07-15,Laptop Pro 15,Electronics,Central,New,4,68000,0,272000.0,212160.0,59840.0,Card,Rahul Sharma
TX01238,2026-04-28,Smartphone X,Electronics,North,New,4,42000,8,154560.0,120960.0,33600.0,UPI,Ananya Roy
TX01239,2026-05-14,Smart Watch Series 7,Electronics,East,New,1,18500,5,17575.0,12580.0,4995.0,Card,Kavita Reddy
TX01240,2026-06-07,Gaming Mouse 8K,Electronics,West,Returning,2,3200,0,6400.0,3520.0,2880.0,UPI,Rahul Sharma
TX01241,2026-03-08,Mechanical RGB Keyboard,Electronics,Central,Returning,7,6200,0,43400.0,25172.0,18228.0,UPI,Ananya Roy
TX01242,2026-06-18,Laptop Pro 15,Electronics,Central,Returning,5,68000,12,299200.0,265200.0,34000.0,UPI,Rahul Sharma
TX01243,2026-04-19,Wireless Earbuds,Electronics,South,Returning,7,4500,0,31500.0,18900.0,12600.0,UPI,Amit Kumar
TX01244,2026-06-30,Trail Hiking Boots,Footwear,North,New,2,8400,10,15120.0,8736.0,6384.0,Cash,Siddharth Rao
TX01245,2026-07-14,Casual Leather Loafers,Footwear,West,Returning,4,4200,5,15960.0,8400.0,7560.0,Card,Vikas Verma
TX01246,2026-04-24,Travel Backpack 30L,Accessories,North,New,3,3500,8,9660.0,4725.0,4935.0,UPI,Neha Singh
TX01247,2026-07-19,Standing Desk Dual Engine,Furniture,West,New,4,34000,0,136000.0,92480.0,43520.0,UPI,Neha Singh
TX01248,2026-05-31,Robotic Vacuum X,Home Appliances,North,New,2,26000,10,46800.0,36400.0,10400.0,Card,Ananya Roy
TX01249,2026-04-21,Trail Hiking Boots,Footwear,West,Returning,2,8400,12,14784.0,8736.0,6048.0,UPI,Ananya Roy
TX01250,2026-05-10,Casual Leather Loafers,Footwear,West,Returning,7,4200,0,29400.0,14700.0,14700.0,UPI,Amit Kumar
TX01251,2026-07-26,Cotton Polo Shirt,Clothing,Central,Returning,2,1600,0,3200.0,1280.0,1920.0,Cash,Priya Patel
TX01252,2026-04-03,Smartphone X,Electronics,Central,New,1,42000,5,39900.0,30240.0,9660.0,Card,Ananya Roy
TX01253,2026-04-09,Gaming Mouse 8K,Electronics,Central,New,4,3200,0,12800.0,7040.0,5760.0,UPI,Siddharth Rao
TX01254,2026-06-11,Formal Suit Blazer,Clothing,North,New,1,11500,0,11500.0,6325.0,5175.0,UPI,Siddharth Rao
TX01255,2026-03-22,Denim Pants Premium,Clothing,North,New,3,2900,5,8265.0,3654.0,4611.0,Card,Siddharth Rao
TX01256,2026-02-28,Tablet Pro 11,Electronics,East,Returning,4,38000,0,152000.0,114000.0,38000.0,Cash,Vikas Verma
TX01257,2026-04-03,Wireless Earbuds,Electronics,East,New,4,4500,5,17100.0,10800.0,6300.0,UPI,Vikas Verma
TX01258,2026-06-07,Standing Desk Dual Engine,Furniture,North,New,3,34000,8,93840.0,69360.0,24480.0,UPI,Rahul Sharma
TX01259,2026-02-25,Ergonomic Office Chair,Furniture,East,Returning,8,14500,8,106720.0,71920.0,34800.0,Cash,Neha Singh
TX01260,2026-03-16,Windbreaker Hooded,Clothing,West,New,3,3800,12,10032.0,5244.0,4788.0,UPI,Rahul Sharma
TX01261,2026-07-21,Travel Backpack 30L,Accessories,South,New,3,3500,12,9240.0,4725.0,4515.0,UPI,Rahul Sharma
TX01262,2026-07-03,Coffee Maker Deluxe,Home Appliances,Central,Returning,8,12800,12,90112.0,65536.0,24576.0,Card,Rahul Sharma
TX01263,2026-02-05,Denim Pants Premium,Clothing,West,Returning,3,2900,10,7830.0,3654.0,4176.0,Card,Priya Patel
TX01264,2026-04-19,Formal Suit Blazer,Clothing,South,Returning,5,11500,8,52900.0,31625.0,21275.0,UPI,Kavita Reddy
TX01265,2026-02-04,Coffee Maker Deluxe,Home Appliances,South,New,4,12800,0,51200.0,32768.0,18432.0,Card,Rahul Sharma
TX01266,2026-03-10,Smart Blender 1200W,Home Appliances,West,Returning,3,6800,5,19380.0,11832.0,7548.0,UPI,Siddharth Rao
TX01267,2026-05-04,Standing Desk Dual Engine,Furniture,West,New,4,34000,8,125120.0,92480.0,32640.0,Net Banking,Kavita Reddy
TX01268,2026-06-15,Ergonomic Office Chair,Furniture,South,Returning,6,14500,5,82650.0,53940.0,28710.0,UPI,Vikas Verma
TX01269,2026-04-21,Executive Desk,Furniture,North,Returning,6,28000,10,151200.0,109200.0,42000.0,UPI,Kavita Reddy
TX01270,2026-06-26,Coffee Maker Deluxe,Home Appliances,South,Returning,8,12800,12,90112.0,65536.0,24576.0,UPI,Amit Kumar
TX01271,2026-06-14,Denim Pants Premium,Clothing,East,Returning,5,2900,5,13775.0,6090.0,7685.0,UPI,Vikas Verma
TX01272,2026-02-04,Trail Hiking Boots,Footwear,North,New,1,8400,0,8400.0,4368.0,4032.0,UPI,Siddharth Rao
TX01273,2026-05-02,Laptop Pro 15,Electronics,North,New,3,68000,10,183600.0,159120.0,24480.0,Card,Amit Kumar
TX01274,2026-02-23,Running Jacket Pro,Clothing,North,Returning,7,4800,5,31920.0,15120.0,16800.0,UPI,Neha Singh
TX01275,2026-02-09,Travel Backpack 30L,Accessories,Central,New,4,3500,5,13300.0,6300.0,7000.0,Net Banking,Priya Patel
TX01276,2026-04-08,Cotton Polo Shirt,Clothing,East,New,4,1600,8,5888.0,2560.0,3328.0,UPI,Amit Kumar
TX01277,2026-07-25,Executive Desk,Furniture,South,New,2,28000,0,56000.0,36400.0,19600.0,UPI,Kavita Reddy
TX01278,2026-06-20,Ergonomic Office Chair,Furniture,South,Returning,7,14500,0,101500.0,62930.0,38570.0,Card,Ananya Roy
TX01279,2026-06-09,Coffee Maker Deluxe,Home Appliances,South,Returning,7,12800,15,76160.0,57344.0,18816.0,Card,Rahul Sharma
TX01280,2026-05-19,Smart Watch Series 7,Electronics,West,Returning,5,18500,30,64750.0,62900.0,1850.0,UPI,Ananya Roy
TX01281,2026-03-05,Denim Pants Premium,Clothing,North,Returning,3,2900,5,8265.0,3654.0,4611.0,UPI,Kavita Reddy
TX01282,2026-02-14,Smart Watch Series 7,Electronics,North,Returning,2,18500,0,37000.0,25160.0,11840.0,UPI,Vikas Verma
TX01283,2026-06-25,Travel Backpack 30L,Accessories,West,Returning,2,3500,8,6440.0,3150.0,3290.0,Card,Rahul Sharma
TX01284,2026-07-30,Standing Desk Dual Engine,Furniture,East,Returning,8,34000,0,272000.0,184960.0,87040.0,Cash,Amit Kumar
TX01285,2026-04-19,Cotton Polo Shirt,Clothing,West,Returning,8,1600,8,11776.0,5120.0,6656.0,UPI,Priya Patel
TX01286,2026-02-01,4K Streaming WebCam,Electronics,East,New,1,7800,0,7800.0,4836.0,2964.0,UPI,Rahul Sharma
TX01287,2026-06-10,Casual Leather Loafers,Footwear,South,Returning,5,4200,5,19950.0,10500.0,9450.0,Net Banking,Neha Singh
TX01288,2026-06-20,Mesh Task Chair,Furniture,West,Returning,2,7500,5,14250.0,9000.0,5250.0,Card,Amit Kumar
TX01289,2026-03-09,Monitor Arm Dual Mount,Furniture,North,Returning,4,4200,5,15960.0,8400.0,7560.0,UPI,Priya Patel
TX01290,2026-07-01,Leather Slim Wallet,Accessories,South,New,4,1400,8,5152.0,2128.0,3024.0,UPI,Siddharth Rao
TX01291,2026-05-20,4K Streaming WebCam,Electronics,North,Returning,7,7800,0,54600.0,33852.0,20748.0,UPI,Kavita Reddy
TX01292,2026-02-11,Coffee Maker Deluxe,Home Appliances,Central,Returning,8,12800,0,102400.0,65536.0,36864.0,Net Banking,Ananya Roy
TX01293,2026-06-09,Laptop Sleeve 15,Accessories,North,Returning,7,1100,5,7315.0,2695.0,4620.0,UPI,Amit Kumar
TX01294,2026-05-02,Formal Suit Blazer,Clothing,South,Returning,3,11500,0,34500.0,18975.0,15525.0,Card,Vikas Verma
TX01295,2026-05-12,Wireless Earbuds,Electronics,Central,Returning,7,4500,15,26775.0,18900.0,7875.0,Card,Amit Kumar
TX01296,2026-06-28,Laptop Sleeve 15,Accessories,West,Returning,3,1100,8,3036.0,1155.0,1881.0,Card,Ananya Roy
TX01297,2026-06-30,Electric Kettle Stainless,Home Appliances,North,New,2,2400,0,4800.0,2496.0,2304.0,Card,Kavita Reddy
TX01298,2026-07-24,Travel Backpack 30L,Accessories,South,New,2,3500,0,7000.0,3150.0,3850.0,Cash,Siddharth Rao
TX01299,2026-05-19,Wireless Earbuds,Electronics,North,New,1,4500,10,4050.0,2700.0,1350.0,UPI,Ananya Roy
TX01300,2026-07-06,Smartphone X,Electronics,Central,New,4,42000,5,159600.0,120960.0,38640.0,Net Banking,Neha Singh
TX01301,2026-03-23,Mesh Task Chair,Furniture,East,Returning,4,7500,0,30000.0,18000.0,12000.0,UPI,Neha Singh
TX01302,2026-02-23,Smartphone X,Electronics,East,Returning,4,42000,0,168000.0,120960.0,47040.0,UPI,Rahul Sharma
TX01303,2026-05-04,Smart Blender 1200W,Home Appliances,East,Returning,6,6800,0,40800.0,23664.0,17136.0,Card,Kavita Reddy
TX01304,2026-03-21,Standing Desk Dual Engine,Furniture,East,Returning,6,34000,5,193800.0,138720.0,55080.0,Cash,Amit Kumar
TX01305,2026-02-18,Casual Leather Loafers,Footwear,South,New,1,4200,5,3990.0,2100.0,1890.0,UPI,Vikas Verma
TX01306,2026-02-26,Gaming Mouse 8K,Electronics,East,New,3,3200,0,9600.0,5280.0,4320.0,Cash,Vikas Verma
TX01307,2026-04-06,Robotic Vacuum X,Home Appliances,West,New,2,26000,15,44200.0,36400.0,7800.0,UPI,Neha Singh
TX01308,2026-06-13,Laptop Sleeve 15,Accessories,South,Returning,2,1100,5,2090.0,770.0,1320.0,Net Banking,Vikas Verma
TX01309,2026-07-18,Smartphone X,Electronics,North,Returning,4,42000,0,168000.0,120960.0,47040.0,Card,Amit Kumar
TX01310,2026-03-25,Formal Suit Blazer,Clothing,Central,Returning,1,11500,0,11500.0,6325.0,5175.0,UPI,Rahul Sharma
TX01311,2026-04-30,Wireless Earbuds,Electronics,Central,Returning,2,4500,12,7920.0,5400.0,2520.0,Card,Amit Kumar
TX01312,2026-04-11,Monitor 27 Ultra,Electronics,North,Returning,4,24000,8,88320.0,67200.0,21120.0,UPI,Vikas Verma
TX01313,2026-03-31,Smartphone X,Electronics,Central,New,2,42000,5,79800.0,60480.0,19320.0,Cash,Rahul Sharma
TX01314,2026-06-22,Travel Backpack 30L,Accessories,North,Returning,3,3500,5,9975.0,4725.0,5250.0,UPI,Amit Kumar
TX01315,2026-03-02,Casual Leather Loafers,Footwear,North,Returning,6,4200,5,23940.0,12600.0,11340.0,UPI,Rahul Sharma
TX01316,2026-04-02,Bookshelf Wooden,Furniture,North,New,4,8900,8,32752.0,20648.0,12104.0,Cash,Rahul Sharma
TX01317,2026-02-04,Monitor Arm Dual Mount,Furniture,West,New,2,4200,5,7980.0,4200.0,3780.0,UPI,Ananya Roy
TX01318,2026-05-01,Monitor Arm Dual Mount,Furniture,Central,New,4,4200,5,15960.0,8400.0,7560.0,UPI,Priya Patel
TX01319,2026-02-20,Mesh Task Chair,Furniture,Central,New,3,7500,12,19800.0,13500.0,6300.0,Cash,Kavita Reddy
TX01320,2026-04-19,Air Purifier Pro,Home Appliances,West,New,2,16500,5,31350.0,21780.0,9570.0,UPI,Priya Patel
TX01321,2026-02-14,Coffee Maker Deluxe,Home Appliances,Central,Returning,8,12800,0,102400.0,65536.0,36864.0,UPI,Amit Kumar
TX01322,2026-06-14,Bookshelf Wooden,Furniture,South,Returning,2,8900,5,16910.0,10324.0,6586.0,Cash,Amit Kumar
TX01323,2026-02-10,Monitor Arm Dual Mount,Furniture,West,Returning,8,4200,15,28560.0,16800.0,11760.0,UPI,Rahul Sharma
TX01324,2026-04-11,Running Jacket Pro,Clothing,East,New,1,4800,0,4800.0,2160.0,2640.0,Cash,Siddharth Rao
TX01325,2026-06-07,Smartphone X,Electronics,West,New,1,42000,0,42000.0,30240.0,11760.0,UPI,Siddharth Rao
TX01326,2026-06-17,Tablet Pro 11,Electronics,West,New,3,38000,12,100320.0,85500.0,14820.0,Net Banking,Ananya Roy
TX01327,2026-04-09,Standing Desk Dual Engine,Furniture,West,New,4,34000,10,122400.0,92480.0,29920.0,Card,Rahul Sharma
TX01328,2026-02-28,Robotic Vacuum X,Home Appliances,Central,Returning,5,26000,10,117000.0,91000.0,26000.0,Net Banking,Kavita Reddy
TX01329,2026-05-20,MagSafe Power Bank,Accessories,South,Returning,8,3200,8,23552.0,13312.0,10240.0,Net Banking,Amit Kumar
TX01330,2026-02-04,Running Jacket Pro,Clothing,West,Returning,2,4800,20,7680.0,4320.0,3360.0,Card,Vikas Verma
TX01331,2026-04-28,Electric Kettle Stainless,Home Appliances,North,New,3,2400,8,6624.0,3744.0,2880.0,Card,Rahul Sharma
TX01332,2026-03-04,Cotton Polo Shirt,Clothing,East,New,3,1600,10,4320.0,1920.0,2400.0,UPI,Rahul Sharma
TX01333,2026-05-24,Laptop Pro 15,Electronics,South,Returning,8,68000,8,500480.0,424320.0,76160.0,Card,Siddharth Rao
TX01334,2026-02-15,Smart Watch Series 7,Electronics,South,Returning,6,18500,15,94350.0,75480.0,18870.0,UPI,Vikas Verma
TX01335,2026-04-12,Mesh Task Chair,Furniture,West,New,2,7500,0,15000.0,9000.0,6000.0,Card,Rahul Sharma
TX01336,2026-04-01,Gaming Mouse 8K,Electronics,West,New,4,3200,5,12160.0,7040.0,5120.0,UPI,Neha Singh
TX01337,2026-02-16,Mesh Task Chair,Furniture,Central,New,3,7500,5,21375.0,13500.0,7875.0,UPI,Neha Singh
TX01338,2026-05-01,Mechanical RGB Keyboard,Electronics,North,Returning,2,6200,0,12400.0,7192.0,5208.0,UPI,Ananya Roy
TX01339,2026-07-25,Smart Blender 1200W,Home Appliances,North,Returning,5,6800,0,34000.0,19720.0,14280.0,UPI,Ananya Roy
TX01340,2026-04-27,Smart Blender 1200W,Home Appliances,Central,New,3,6800,8,18768.0,11832.0,6936.0,UPI,Rahul Sharma
TX01341,2026-04-16,4K Streaming WebCam,Electronics,Central,New,2,7800,10,14040.0,9672.0,4368.0,Card,Ananya Roy
TX01342,2026-03-28,Robotic Vacuum X,Home Appliances,West,New,2,26000,5,49400.0,36400.0,13000.0,Net Banking,Priya Patel
TX01343,2026-02-20,Bookshelf Wooden,Furniture,East,Returning,7,8900,5,59185.0,36134.0,23051.0,UPI,Rahul Sharma
TX01344,2026-07-06,Travel Backpack 30L,Accessories,West,Returning,6,3500,0,21000.0,9450.0,11550.0,Cash,Vikas Verma
TX01345,2026-04-04,Formal Suit Blazer,Clothing,North,Returning,6,11500,0,69000.0,37950.0,31050.0,UPI,Priya Patel
TX01346,2026-07-28,Monitor Arm Dual Mount,Furniture,South,Returning,7,4200,5,27930.0,14700.0,13230.0,UPI,Priya Patel
TX01347,2026-05-04,Travel Backpack 30L,Accessories,East,Returning,7,3500,0,24500.0,11025.0,13475.0,Cash,Amit Kumar
TX01348,2026-06-18,Monitor Arm Dual Mount,Furniture,West,New,2,4200,8,7728.0,4200.0,3528.0,Card,Ananya Roy
TX01349,2026-04-22,Gaming Mouse 8K,Electronics,North,Returning,3,3200,5,9120.0,5280.0,3840.0,Card,Neha Singh
TX01350,2026-03-19,Trail Hiking Boots,Footwear,North,New,3,8400,10,22680.0,13104.0,9576.0,Card,Kavita Reddy
